                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
186,0.53871,0.36407,0.96901,0.9871,0.97332,0.99154,0.92532,0.33407,0.16512,0.78885,0.0003895,0.0003895,0.0003895
187,0.53883,0.36257,0.96738,0.98697,0.97314,0.99154,0.92558,0.33378,0.16489,0.7887,0.0003862,0.0003862,0.0003862
188,0.53777,0.36019,0.96489,0.98684,0.97318,0.99154,0.92544,0.33345,0.16469,0.78857,0.0003829,0.0003829,0.0003829
189,0.53565,0.35879,0.9644,0.98677,0.97303,0.99158,0.92559,0.33343,0.1646,0.78849,0.0003796,0.0003796,0.0003796
190,0.53725,0.35915,0.9667,0.987,0.97288,0.99166,0.92585,0.33325,0.16451,0.7884,0.0003763,0.0003763,0.0003763
191,0.53554,0.36005,0.96442,0.98693,0.9734,0.9916,0.92601,0.33306,0.16431,0.78833,0.000373,0.000373,0.000373
192,0.5357,0.3583,0.96385,0.98664,0.97451,0.9916,0.92607,0.33277,0.16413,0.78815,0.0003697,0.0003697,0.0003697
193,0.53231,0.35803,0.96297,0.98732,0.97301,0.99157,0.92669,0.3323,0.16473,0.78802,0.0003664,0.0003664,0.0003664
194,0.53449,0.3582,0.96345,0.98719,0.97323,0.99162,0.92664,0.33208,0.16443,0.7879,0.0003631,0.0003631,0.0003631
195,0.53181,0.35807,0.96178,0.98885,0.97113,0.99167,0.92701,0.33183,0.16435,0.78778,0.0003598,0.0003598,0.0003598
196,0.532,0.35686,0.96224,0.98899,0.97168,0.9917,0.92714,0.33172,0.16425,0.78771,0.0003565,0.0003565,0.0003565
197,0.53168,0.35606,0.96328,0.98924,0.97135,0.99173,0.92746,0.3313,0.164,0.78754,0.0003532,0.0003532,0.0003532
198,0.53133,0.3536,0.96074,0.98764,0.97298,0.99176,0.92764,0.33089,0.16379,0.78737,0.0003499,0.0003499,0.0003499
199,0.53238,0.35403,0.96213,0.98898,0.97149,0.99178,0.92757,0.33064,0.16347,0.78728,0.0003466,0.0003466,0.0003466
200,0.52899,0.35062,0.95924,0.99029,0.97092,0.99176,0.92765,0.33053,0.16332,0.78702,0.0003433,0.0003433,0.0003433
201,0.53088,0.3557,0.96072,0.99031,0.97079,0.99178,0.9277,0.33034,0.16317,0.78674,0.00034,0.00034,0.00034
202,0.52604,0.35181,0.96074,0.99121,0.96991,0.9918,0.92783,0.33003,0.16292,0.78659,0.0003367,0.0003367,0.0003367
203,0.52852,0.35095,0.9596,0.98947,0.97188,0.99171,0.92813,0.32972,0.1627,0.78645,0.0003334,0.0003334,0.0003334
204,0.52569,0.34972,0.95848,0.99064,0.97049,0.99179,0.92826,0.32949,0.16247,0.78632,0.0003301,0.0003301,0.0003301
205,0.52578,0.34938,0.95919,0.98766,0.97334,0.99177,0.92826,0.32923,0.16244,0.78616,0.0003268,0.0003268,0.0003268
206,0.52772,0.34846,0.9581,0.98822,0.97346,0.99177,0.92823,0.32886,0.1621,0.7859,0.0003235,0.0003235,0.0003235
207,0.5246,0.34586,0.95593,0.98767,0.97427,0.99178,0.92841,0.32862,0.16195,0.78562,0.0003202,0.0003202,0.0003202
208,0.52638,0.34899,0.9582,0.9875,0.97441,0.99179,0.92841,0.32847,0.16174,0.78528,0.0003169,0.0003169,0.0003169
209,0.52598,0.3495,0.959,0.98709,0.97493,0.9918,0.92854,0.32829,0.16148,0.78504,0.0003136,0.0003136,0.0003136
210,0.52558,0.34865,0.95948,0.98753,0.97495,0.9918,0.92864,0.32805,0.16156,0.78497,0.0003103,0.0003103,0.0003103
211,0.52368,0.34574,0.95915,0.98763,0.97513,0.99194,0.92865,0.3278,0.16125,0.78485,0.000307,0.000307,0.000307
212,0.52356,0.34691,0.95986,0.98728,0.97565,0.99193,0.92867,0.32771,0.1611,0.78494,0.0003037,0.0003037,0.0003037
213,0.52162,0.34538,0.95837,0.98723,0.97611,0.99195,0.9288,0.32747,0.16104,0.78492,0.0003004,0.0003004,0.0003004
214,0.52071,0.3466,0.96074,0.98759,0.97601,0.99196,0.92901,0.32724,0.16093,0.7849,0.0002971,0.0002971,0.0002971
215,0.52139,0.34743,0.95985,0.98787,0.97562,0.99197,0.92915,0.32704,0.16077,0.78484,0.0002938,0.0002938,0.0002938
216,0.52195,0.34721,0.96058,0.98659,0.97662,0.99199,0.92947,0.32683,0.16064,0.78482,0.0002905,0.0002905,0.0002905
217,0.51682,0.34365,0.95614,0.98823,0.97509,0.99203,0.92958,0.32647,0.16053,0.7847,0.0002872,0.0002872,0.0002872
218,0.51909,0.34283,0.95623,0.98828,0.97528,0.99206,0.92981,0.3263,0.16013,0.7846,0.0002839,0.0002839,0.0002839
219,0.51398,0.33598,0.9523,0.98826,0.97527,0.99209,0.93001,0.32596,0.16018,0.78447,0.0002806,0.0002806,0.0002806
220,0.51832,0.34176,0.95643,0.98867,0.97491,0.99211,0.92999,0.32596,0.1601,0.78445,0.0002773,0.0002773,0.0002773
221,0.51801,0.3412,0.95657,0.98878,0.97529,0.99211,0.93044,0.32563,0.15975,0.78437,0.000274,0.000274,0.000274
222,0.51754,0.33982,0.95712,0.98902,0.97527,0.99213,0.9305,0.32533,0.15986,0.78429,0.0002707,0.0002707,0.0002707
223,0.51785,0.34084,0.95694,0.98885,0.97601,0.99211,0.93042,0.32513,0.15975,0.7843,0.0002674,0.0002674,0.0002674
224,0.51791,0.34128,0.95663,0.98886,0.97603,0.9921,0.93053,0.32505,0.15966,0.78429,0.0002641,0.0002641,0.0002641
225,0.51771,0.33774,0.95767,0.98926,0.97602,0.99212,0.93074,0.32494,0.15959,0.7843,0.0002608,0.0002608,0.0002608
226,0.51661,0.3412,0.9566,0.98936,0.9758,0.99213,0.93055,0.32476,0.15941,0.7843,0.0002575,0.0002575,0.0002575
227,0.51321,0.33738,0.95425,0.98914,0.97584,0.99215,0.93076,0.32454,0.15934,0.78422,0.0002542,0.0002542,0.0002542
228,0.5151,0.33799,0.95365,0.98991,0.975,0.99217,0.931,0.32432,0.1592,0.78408,0.0002509,0.0002509,0.0002509
229,0.51379,0.33605,0.95213,0.99054,0.97455,0.99217,0.93103,0.32409,0.15902,0.78393,0.0002476,0.0002476,0.0002476
230,0.51225,0.33514,0.95217,0.99121,0.97418,0.99215,0.93104,0.32392,0.15898,0.78388,0.0002443,0.0002443,0.0002443
231,0.51438,0.33757,0.95367,0.99137,0.97386,0.99214,0.93109,0.32367,0.15908,0.78374,0.000241,0.000241,0.000241
232,0.51183,0.33411,0.95302,0.99088,0.97455,0.99207,0.93134,0.3236,0.15864,0.7836,0.0002377,0.0002377,0.0002377
233,0.5095,0.33378,0.95074,0.99077,0.97487,0.99214,0.93123,0.3235,0.15859,0.78351,0.0002344,0.0002344,0.0002344
234,0.51124,0.3324,0.95042,0.99083,0.9746,0.99213,0.9312,0.32324,0.15847,0.78339,0.0002311,0.0002311,0.0002311
235,0.50945,0.33405,0.9511,0.99112,0.97445,0.99216,0.9312,0.32299,0.15813,0.78327,0.0002278,0.0002278,0.0002278
236,0.50913,0.33404,0.94953,0.99119,0.97459,0.99216,0.9313,0.32286,0.15806,0.78302,0.0002245,0.0002245,0.0002245
237,0.50729,0.33233,0.94936,0.9911,0.97484,0.99222,0.93145,0.3227,0.15816,0.78274,0.0002212,0.0002212,0.0002212
238,0.50681,0.33198,0.95035,0.99155,0.97465,0.99217,0.93157,0.32262,0.15809,0.78267,0.0002179,0.0002179,0.0002179
239,0.50972,0.33268,0.94955,0.99095,0.97524,0.99215,0.93148,0.32249,0.15797,0.78257,0.0002146,0.0002146,0.0002146
240,0.50804,0.3296,0.95025,0.99165,0.97445,0.99218,0.93164,0.32223,0.15771,0.78251,0.0002113,0.0002113,0.0002113
241,0.50429,0.32979,0.94817,0.99226,0.97439,0.99216,0.93181,0.3221,0.15766,0.78243,0.000208,0.000208,0.000208
242,0.50589,0.32901,0.94894,0.99281,0.97433,0.99217,0.93182,0.32198,0.15771,0.78234,0.0002047,0.0002047,0.0002047
243,0.50453,0.32797,0.94812,0.99195,0.97497,0.99216,0.9321,0.32183,0.15768,0.78225,0.0002014,0.0002014,0.0002014
244,0.50591,0.32811,0.94806,0.99181,0.97496,0.99212,0.93212,0.3214,0.15752,0.78218,0.0001981,0.0001981,0.0001981
245,0.50656,0.32841,0.94857,0.99209,0.97475,0.99216,0.93238,0.32136,0.15749,0.78216,0.0001948,0.0001948,0.0001948
246,0.50272,0.32886,0.94842,0.99215,0.97497,0.99212,0.93242,0.32126,0.15708,0.78215,0.0001915,0.0001915,0.0001915
247,0.50458,0.32799,0.9489,0.992,0.97506,0.99216,0.93259,0.32111,0.15713,0.78203,0.0001882,0.0001882,0.0001882
248,0.50367,0.32863,0.94801,0.99166,0.97526,0.99213,0.93241,0.32105,0.15696,0.78197,0.0001849,0.0001849,0.0001849
249,0.50249,0.32566,0.94703,0.99156,0.97527,0.99226,0.9327,0.32089,0.1569,0.78186,0.0001816,0.0001816,0.0001816
250,0.50199,0.32576,0.94717,0.99195,0.97476,0.99226,0.93241,0.3208,0.15672,0.78176,0.0001783,0.0001783,0.0001783
251,0.50218,0.32681,0.94678,0.99148,0.97501,0.99225,0.93259,0.32068,0.15646,0.78153,0.000175,0.000175,0.000175
252,0.50081,0.32536,0.94721,0.9913,0.97511,0.99229,0.9329,0.32052,0.15632,0.78137,0.0001717,0.0001717,0.0001717
253,0.49914,0.32605,0.94558,0.99125,0.9752,0.99227,0.93274,0.32028,0.15627,0.78122,0.0001684,0.0001684,0.0001684
254,0.49898,0.32234,0.9445,0.99117,0.97534,0.99234,0.93277,0.32015,0.15608,0.78113,0.0001651,0.0001651,0.0001651
255,0.49931,0.32306,0.94373,0.99149,0.9752,0.99235,0.93294,0.32002,0.1561,0.78108,0.0001618,0.0001618,0.0001618
256,0.49591,0.32161,0.94342,0.99158,0.97547,0.99236,0.93296,0.31992,0.15608,0.78101,0.0001585,0.0001585,0.0001585
257,0.49841,0.32297,0.94521,0.99162,0.97535,0.99237,0.93308,0.31976,0.15592,0.78092,0.0001552,0.0001552,0.0001552
258,0.49884,0.32329,0.94542,0.99176,0.97537,0.99239,0.93299,0.31957,0.15573,0.7808,0.0001519,0.0001519,0.0001519
259,0.49823,0.32245,0.94599,0.99134,0.9756,0.99241,0.93316,0.31947,0.15536,0.78073,0.0001486,0.0001486,0.0001486
260,0.49456,0.31816,0.9425,0.99149,0.97564,0.99245,0.9332,0.31929,0.15529,0.78065,0.0001453,0.0001453,0.0001453
261,0.49742,0.32153,0.9442,0.99149,0.97569,0.99244,0.9333,0.31915,0.15543,0.78062,0.000142,0.000142,0.000142
262,0.49609,0.32023,0.94324,0.99126,0.97589,0.99245,0.93347,0.31907,0.15533,0.78057,0.0001387,0.0001387,0.0001387
263,0.49557,0.31991,0.94267,0.99136,0.97576,0.99247,0.93352,0.31903,0.15502,0.78058,0.0001354,0.0001354,0.0001354
264,0.49756,0.32004,0.94543,0.99211,0.97541,0.99249,0.9335,0.3187,0.15492,0.78053,0.0001321,0.0001321,0.0001321
265,0.496,0.32102,0.94572,0.99107,0.97598,0.99249,0.93353,0.31871,0.15486,0.78053,0.0001288,0.0001288,0.0001288
266,0.49632,0.31839,0.9449,0.99136,0.97618,0.9925,0.93347,0.31855,0.15481,0.78039,0.0001255,0.0001255,0.0001255
267,0.49361,0.31971,0.94311,0.99209,0.97586,0.99251,0.93352,0.31842,0.15462,0.78033,0.0001222,0.0001222,0.0001222
268,0.49616,0.3186,0.94604,0.99265,0.97528,0.99255,0.93346,0.31817,0.15464,0.78028,0.0001189,0.0001189,0.0001189
269,0.49484,0.3167,0.94338,0.99281,0.97534,0.99254,0.9333,0.31809,0.15433,0.78025,0.0001156,0.0001156,0.0001156
270,0.49125,0.31741,0.94337,0.99221,0.97608,0.99251,0.93342,0.31798,0.15441,0.7802,0.0001123,0.0001123,0.0001123
271,0.48988,0.31585,0.94241,0.99204,0.97619,0.99251,0.93352,0.31786,0.15433,0.78016,0.000109,0.000109,0.000109
272,0.49364,0.31745,0.94258,0.99153,0.97646,0.99251,0.93359,0.31772,0.15431,0.78011,0.0001057,0.0001057,0.0001057
273,0.49001,0.31494,0.94132,0.99239,0.97615,0.9925,0.93366,0.31753,0.15419,0.78004,0.0001024,0.0001024,0.0001024
274,0.49121,0.31452,0.94203,0.99225,0.97607,0.99251,0.93379,0.31741,0.1543,0.77997,9.91E-05,9.91E-05,9.91E-05
275,0.49008,0.31505,0.94147,0.99123,0.97728,0.9925,0.93381,0.31712,0.1542,0.7799,9.58E-05,9.58E-05,9.58E-05
276,0.49004,0.31244,0.94194,0.99127,0.97711,0.9925,0.93395,0.31699,0.15418,0.77983,9.25E-05,9.25E-05,9.25E-05
277,0.49041,0.31425,0.94188,0.99086,0.97784,0.9925,0.934,0.31687,0.15407,0.77982,8.92E-05,8.92E-05,8.92E-05
278,0.49152,0.3147,0.94257,0.99027,0.97827,0.99249,0.93397,0.31683,0.15411,0.77981,8.59E-05,8.59E-05,8.59E-05
279,0.48888,0.31365,0.94157,0.99028,0.97824,0.99246,0.93394,0.31667,0.15409,0.77976,8.26E-05,8.26E-05,8.26E-05
280,0.48917,0.31415,0.9419,0.98951,0.97875,0.99248,0.93409,0.31647,0.15403,0.7797,7.93E-05,7.93E-05,7.93E-05
281,0.48664,0.31302,0.94,0.98788,0.9797,0.99248,0.93402,0.31629,0.15388,0.77963,7.60E-05,7.60E-05,7.60E-05
282,0.48776,0.31129,0.94008,0.98785,0.97977,0.99248,0.93398,0.31631,0.15399,0.77957,7.27E-05,7.27E-05,7.27E-05
283,0.48757,0.30985,0.93964,0.98762,0.97995,0.99248,0.93414,0.31608,0.15383,0.77946,6.94E-05,6.94E-05,6.94E-05
284,0.48954,0.3124,0.94155,0.98764,0.97997,0.99248,0.93428,0.31608,0.15381,0.77941,6.61E-05,6.61E-05,6.61E-05
285,0.48688,0.31064,0.93998,0.98797,0.97993,0.99249,0.93417,0.31596,0.15373,0.7793,6.28E-05,6.28E-05,6.28E-05
286,0.48772,0.31186,0.94014,0.9883,0.97962,0.9925,0.93422,0.31603,0.15365,0.7792,5.95E-05,5.95E-05,5.95E-05
287,0.48614,0.30997,0.94024,0.98851,0.97922,0.9925,0.93435,0.31582,0.15364,0.77913,5.62E-05,5.62E-05,5.62E-05
288,0.48728,0.31027,0.94025,0.98774,0.98039,0.99251,0.93443,0.3157,0.15358,0.77906,5.29E-05,5.29E-05,5.29E-05
289,0.48423,0.30962,0.93866,0.98917,0.97898,0.99251,0.93445,0.3155,0.15362,0.77902,4.96E-05,4.96E-05,4.96E-05
290,0.38673,0.19198,0.85717,0.98913,0.97906,0.99247,0.93447,0.31561,0.15368,0.77903,4.63E-05,4.63E-05,4.63E-05
291,0.38322,0.19032,0.8552,0.98905,0.97909,0.99251,0.93459,0.31566,0.15374,0.77905,4.30E-05,4.30E-05,4.30E-05
292,0.38034,0.18715,0.85218,0.98929,0.97951,0.99256,0.93472,0.31553,0.15357,0.77904,3.97E-05,3.97E-05,3.97E-05
293,0.37965,0.18685,0.85372,0.98987,0.97918,0.99254,0.93499,0.31545,0.15346,0.77901,3.64E-05,3.64E-05,3.64E-05
294,0.37863,0.18624,0.85178,0.98985,0.97924,0.99257,0.93505,0.31537,0.15354,0.77899,3.31E-05,3.31E-05,3.31E-05
295,0.37894,0.18625,0.85316,0.99038,0.97895,0.99254,0.93522,0.31535,0.15357,0.77899,2.98E-05,2.98E-05,2.98E-05
296,0.37736,0.18522,0.85158,0.99068,0.97883,0.99255,0.93512,0.31537,0.15366,0.77901,2.65E-05,2.65E-05,2.65E-05
297,0.37783,0.18448,0.85274,0.9906,0.979,0.99255,0.93524,0.31527,0.15364,0.77903,2.32E-05,2.32E-05,2.32E-05
298,0.37478,0.18299,0.85201,0.99047,0.97927,0.99257,0.93529,0.31512,0.15363,0.77903,1.99E-05,1.99E-05,1.99E-05
299,0.37616,0.18381,0.85184,0.99039,0.97953,0.99257,0.93515,0.31517,0.15349,0.77907,1.66E-05,1.66E-05,1.66E-05
